switch_e,switch_c,host,connection,interval,link,hop,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte
1,0,10,17,3,10,1,7.91,1.23,42,6.51
8,7,72,50,9,86,5.31,49.36,7.86,2201,402.68
16,15,160,16,6,190,7.16,231.56,41.63,3322,602.33
16,15,160,64,10,190,7.16,105.84,17.71,3383,612.28
8,7,72,30,9,86,5.31,61.81,10.19,2104,395.18
16,15,16,1,1,46,7.53,152.09,23.45,706,109.38
2,1,18,34,6,20,2.06,12.95,1.97,563,77.79
2,1,18,81,5,20,2.06,12.26,1.79,1852,249.59
8,7,80,45,1,94,5.3,202.19,34.38,1951,378.37
8,7,80,96,3,94,5.3,87.09,14.34,4312,593.48
8,7,80,54,1,94,5.3,201.02,33.71,2538,376.78
4,3,16,8,5,22,3.67,30.62,4.81,343,48.58
32,31,256,3,1,318,9.09,963.08,169.68,10541,1774.72
1,0,9,73,4,9,1,6.1,0.87,612,82.48
8,7,80,30,7,94,5.3,72.68,12.12,2229,396.35
32,31,192,2,6,254,9.1,768.48,132.14,7334,1206.37
2,1,16,24,5,18,2.07,14.55,2.24,496,69.94
16,15,144,3,6,174,7.17,396.32,73.27,2786,520.15
16,15,144,74,10,174,7.17,94.74,15.41,2844,536.46
16,15,80,25,2,110,7.2,262.55,42.97,1856,308.83
8,7,64,27,3,78,5.32,111.14,18.79,1883,358.1
16,15,160,2,1,190,7.16,442.89,81.34,3155,579.68
16,15,160,46,3,190,7.16,237.79,42.55,3479,644.77
8,7,24,1,3,38,5.43,122.29,20.47,740,130.28
1,0,4,14,1,4,1,4.96,0.71,22,3.14
2,1,20,32,8,22,2.05,10.93,1.69,476,64.15
8,7,80,15,2,94,5.3,191.49,32.97,2402,428.57
4,3,28,11,5,34,3.59,42.9,7.06,441,83.54
4,3,28,45,9,34,3.59,20.78,3.04,2305,311.13
32,31,288,17,5,350,9.09,628.31,115.61,10651,1771.25
32,31,288,44,0,350,9.09,1299.27,228.57,8586,1540.18
32,31,320,47,3,382,9.09,611.4,114.12,7520,1476.8
32,31,64,4,0,126,9.19,437.35,68.39,3003,491.2
2,1,16,30,9,18,2.07,9.51,1.45,717,104.15
1,0,9,11,0,9,1,17.32,2.61,74,11.39
1,0,9,75,3,9,1,7.05,1.04,512,69
8,7,80,85,2,94,5.3,116.22,18.93,4031,558.09
32,31,160,3,5,222,9.11,549.42,94.21,4905,863.51
32,31,320,49,9,382,9.09,334.57,60.27,9168,1568.43
32,31,96,9,6,158,9.15,371.63,59.8,3024,504.76
2,1,18,6,1,20,2.06,33.92,5.88,154,25.18
2,1,18,65,10,20,2.06,9.07,1.32,1920,258.75
2,1,18,74,0,20,2.06,181.32,27.58,1525,213.66
1,0,10,24,9,10,1,4.39,0.64,324,43.66
1,0,10,43,1,10,1,16.68,2.41,44,6.86
1,0,10,99,5,10,1,5.57,0.8,1196,161.18
1,0,4,14,3,4,1,3.55,0.54,22,3.14
1,0,6,31,5,6,1,3.19,0.53,117,27.51
8,7,64,6,1,78,5.32,225.6,39.08,2123,385.04
4,3,40,18,4,46,3.56,49.29,8.53,619,118.43
32,31,64,4,8,126,9.19,282.29,43.95,3056,497.63
16,15,144,2,2,174,7.17,450.94,80.93,2923,513.32
16,15,144,35,2,174,7.17,290.99,51.5,2797,525.4
16,15,144,81,5,174,7.17,130.24,21.88,2976,561.84
32,31,320,29,8,382,9.09,484.11,89.49,11520,2038.76
32,31,320,60,4,382,9.09,487.5,89.72,7342,1473.59
32,31,320,68,3,382,9.09,520.39,95.27,7432,1458.6
2,1,6,9,8,8,2.2,8.25,1.2,229,34.93
4,3,36,12,5,42,3.57,47.86,7.72,649,89.84
2,1,20,15,2,22,2.05,30.81,5.13,464,65.42
2,1,20,81,1,22,2.05,39.25,5.98,1970,269.01
16,15,48,5,8,78,7.26,148.36,23.62,1529,257.08
2,1,18,45,4,20,2.06,14.97,2.39,1009,158.13
2,1,20,24,3,22,2.05,20.97,3.45,559,83.33
2,1,20,70,7,22,2.05,11.21,1.67,1847,250.38
4,3,40,41,4,46,3.56,41.79,6.77,1760,237.19
8,7,16,1,1,30,5.53,104.54,16.85,483,84.06
16,15,144,13,0,174,7.17,563.59,98.95,2653,472.53
8,7,80,25,0,94,5.3,436.36,73.83,2173,396.89
8,7,80,80,0,94,5.3,711.75,111.27,2586,355.83
1,0,6,20,10,6,1,2.74,0.42,134,24.67
8,7,56,3,0,70,5.33,256.39,46.4,1665,325.29
4,3,36,7,1,42,3.57,88.98,16.12,504,100.54
32,31,320,18,2,382,9.09,972.5,181.64,7070,1384.93
32,31,320,68,5,382,9.09,408.18,74.35,10558,1894.95
2,1,4,3,3,6,2.33,11.6,1.69,53,7.3
4,3,40,74,5,46,3.56,31,4.82,3683,497.95
8,7,56,4,5,70,5.33,159.07,28.37,1845,359.12
16,15,160,80,1,190,7.16,348.57,60.57,3448,622.65
1,0,6,22,9,6,1,2.96,0.44,174,27.82
2,1,14,28,2,16,2.08,20.17,3.44,147,29.45
2,1,16,26,4,18,2.07,16.89,2.59,451,64.08
2,1,16,51,5,18,2.07,12.46,1.91,1222,182.4
8,7,80,27,9,94,5.3,67.07,11.13,2290,404.93
8,7,80,49,2,94,5.3,131.44,21.71,2591,395.08
16,15,144,22,6,174,7.17,208.89,36.83,2349,427.17
2,1,20,90,10,22,2.05,8.77,1.28,1288,173.58
2,1,2,1,8,4,3,6.92,0.91,35,4.13
32,31,192,3,5,254,9.1,837.05,145.99,6847,1185.02
8,7,64,8,4,78,5.32,140.56,24.72,1901,359.6
1,0,9,26,8,9,1,4.35,0.63,296,39.89
1,0,9,44,2,9,1,9.49,1.37,460,61.99
1,0,10,15,8,10,1,5.02,0.74,206,28.28
1,0,10,79,2,10,1,10.32,1.48,740,99.73
8,7,16,4,9,30,5.53,51.94,7.97,532,91.33
32,31,288,1,8,350,9.09,1133.67,207.96,10204,1778.2
32,31,288,58,1,350,9.09,884.39,159.73,11383,1905.95
2,1,20,42,6,22,2.05,14.54,2.22,1447,199.58
1,0,4,14,7,4,1,2.88,0.42,109,16.31
2,1,12,10,0,14,2.09,46.27,7.47,235,35.76
32,31,224,8,9,286,9.1,605.7,106.65,7398,1269.81
32,31,224,49,0,286,9.1,955.28,160.32,6203,1138.1
8,7,80,33,1,94,5.3,213.61,35.89,2113,374.87
8,7,80,99,1,94,5.3,171.68,28.06,2702,406.66
2,1,12,17,9,14,2.09,8.38,1.31,156,26.37
16,15,144,32,6,174,7.17,167.19,28.66,2417,411.93
2,1,20,31,6,22,2.05,13.28,2.08,545,77.31
2,1,20,50,9,22,2.05,10.01,1.5,1399,191.98
32,31,192,14,1,254,9.1,856.66,147.42,6004,1039.41
32,31,224,15,6,286,9.1,545.65,94.87,7355,1256.68
2,1,16,63,5,18,2.07,11.56,1.8,1275,204.52
1,0,10,11,6,10,1,5.65,0.85,40,6.16
4,3,40,24,8,46,3.56,29.19,4.88,889,127.96
2,1,18,50,9,20,2.06,9.25,1.38,1263,178.15
8,7,80,24,3,94,5.3,132.97,22.96,2271,407.82
8,7,80,34,4,94,5.3,98.25,16.64,2147,382.89
8,7,40,23,6,54,5.36,64.07,9.92,1065,188.86
2,1,20,33,9,22,2.05,10.51,1.62,658,92.19
2,1,20,56,7,22,2.05,10.93,1.65,1438,197.73
32,31,288,15,6,350,9.09,657.77,119.52,10483,1746.43
32,31,288,70,8,350,9.09,295.88,51.81,9774,1640.63
32,31,320,14,8,382,9.09,661.47,124.57,6909,1354.74
32,31,320,66,5,382,9.09,413.42,75.51,11701,2067.45
32,31,320,81,0,382,9.09,1281.76,231.19,7250,1434.59
32,31,96,1,9,158,9.15,433.64,70.26,3252,541.99
32,31,224,2,7,286,9.1,958.89,170.69,7410,1281.67
32,31,224,34,5,286,9.1,435.71,75.56,8534,1468.54
32,31,256,36,4,318,9.09,539.1,96.46,12263,2123.81
32,31,320,42,6,382,9.09,479.76,87.82,11280,1908.46
16,15,160,8,0,190,7.16,512.91,94.18,3215,605.48
16,15,160,73,8,190,7.16,115.34,19.45,3579,658.97
4,3,12,3,8,18,3.73,25.64,4.04,210,37.97
32,31,256,3,5,318,9.09,996.72,179.88,8968,1530.11
32,31,256,57,9,318,9.09,279.53,47.83,10671,1779.44
2,1,18,59,8,20,2.06,9.52,1.46,943,138.4
2,1,18,74,6,20,2.06,9.67,1.58,1109,218.99
32,31,320,27,2,382,9.09,921,171.45,9751,1636.02
16,15,96,14,9,126,7.19,164.09,27.5,1850,331.68
1,0,10,20,6,10,1,5.81,0.84,284,38.27
1,0,10,54,1,10,1,16.8,2.42,613,82.55
1,0,10,92,10,10,1,3.7,0.53,1108,149.32
32,31,160,16,3,222,9.11,588.19,99.04,6627,1097.46
8,7,48,34,5,62,5.34,68.41,10.67,2403,323.91
2,1,14,17,9,16,2.08,9.77,1.47,444,60.28
2,1,20,13,1,22,2.05,36.38,6.18,202,30.41
2,1,20,65,0,22,2.05,166.91,25.47,570,90.15
2,1,20,68,2,22,2.05,23.03,3.61,1492,214.57
2,1,16,15,10,18,2.07,10.8,1.66,353,47.64
2,1,16,39,2,18,2.07,23.87,3.63,825,112.94
4,3,40,55,6,46,3.56,28.21,4.47,1506,202.71
2,1,2,1,1,4,3,9.51,1.28,34,3.95
1,0,8,40,3,8,1,7.2,1.04,444,59.84
1,0,10,55,9,10,1,4.04,0.58,684,92.18
32,31,192,1,0,254,9.1,832.23,141.96,5811,983.75
16,15,160,59,8,190,7.16,122.69,20.81,3450,647.2
